id,category
1,5
2,14
3,13
4,1
5,13
6,0
7,10
8,0
9,1
10,0
11,17
12,9
13,9
14,4
15,3
16,3
17,1
18,9
19,9
20,17
21,12
22,1
23,16
24,12
25,4
26,6
27,11
28,1
29,1
30,7
31,7
32,0
33,11
34,10
35,4
36,0
37,13
38,10
39,3
40,4
41,11
42,5
43,17
44,10
45,16
46,11
47,13
48,10
49,3
50,7
51,13
52,11
53,1
54,2
55,6
56,6
57,6
58,8
59,2
60,4
61,13
62,0
63,9
64,11
65,13
66,1
67,17
68,6
69,5
70,3
71,5
72,6
73,0
74,14
75,3
76,0
77,0
78,4
79,11
80,6
81,16
82,3
83,7
84,6
85,11
86,4
87,11
88,11
89,6
90,12
91,3
92,10
93,6
94,1
95,11
96,8
97,11
98,11
99,0
100,3
101,1
102,4
103,2
104,0
105,13
106,5
107,11
108,1
109,0
110,11
111,5
112,6
113,1
114,12
115,6
116,0
117,10
118,1
119,0
120,0
121,7
122,11
123,9
124,3
125,13
126,3
127,9
128,0
129,6
130,3
131,6
132,6
133,9
134,3
135,6
136,1
137,0
138,0
139,11
140,1
141,3
142,1
143,2
144,6
145,7
146,6
147,7
148,17
149,1
150,0
151,16
152,8
153,11
154,12
155,10
156,2
157,5
158,0
159,7
160,10
161,11
162,6
163,2
164,10
165,8
166,7
167,16
168,3
169,6
170,1
171,9
172,5
173,9
174,6
175,8
176,16
177,10
178,10
179,6
180,0
181,5
182,0
183,0
184,6
185,11
186,10
187,0
188,3
189,12
190,1
191,0
192,5
193,10
194,10
195,11
196,13
197,5
198,12
199,1
200,7
201,7
202,11
203,7
204,0
205,3
206,6
207,11
208,6
209,10
210,9
211,10
212,8
213,1
214,16
215,5
216,1
217,17
218,4
219,10
220,14
221,17
222,11
223,9
224,11
225,2
226,0
227,17
228,13
229,16
230,1
231,11
232,11
233,6
234,7
235,0
236,9
237,9
238,5
239,0
240,2
241,0
242,10
243,1
244,6
245,8
246,3
247,4
248,17
249,10
250,4
251,2
252,8
253,17
254,3
255,10
256,6
257,2
258,6
259,16
260,4
261,4
262,6
263,5
264,6
265,4
266,10
267,11
268,15
269,0
270,3
271,2
272,3
273,1
274,0
275,3
276,3
277,0
278,5
279,7
280,4
281,4
282,0
283,0
284,13
285,10
286,17
287,12
288,8
289,11
290,6
291,5
292,17
293,17
294,11
295,11
296,13
297,4
298,6
299,5
300,3
301,6
302,5
303,1
304,10
305,4
306,6
307,0
308,8
309,8
310,0
311,6
312,11
313,9
314,7
315,8
316,5
317,4
318,6
319,3
320,1
321,4
322,13
323,1
324,6
325,14
326,6
327,9
328,1
329,16
330,13
331,0
332,14
333,9
334,1
335,11
336,5
337,14
338,11
339,4
340,1
341,2
342,6
343,13
344,10
345,2
346,4
347,1
348,7
349,11
350,6
351,0
352,16
353,11
354,5
355,10
356,9
357,1
358,4
359,6
360,11
361,15
362,0
363,17
364,10
365,10
366,11
367,0
368,0
369,7
370,4
371,16
372,1
373,10
374,5
375,6
376,1
377,10
378,5
379,6
380,15
381,17
382,2
383,2
384,5
385,9
386,10
387,14
388,1
389,2
390,0
391,14
392,0
393,17
394,10
395,12
396,11
397,7
398,13
399,1
400,6
401,1
402,17
403,10
404,5
405,2
406,6
407,2
408,10
409,1
410,0
411,13
412,3
413,3
414,14
415,11
416,1
417,1
418,10
419,10
420,10
421,6
422,7
423,10
424,0
425,7
426,9
427,11
428,6
429,6
430,1
431,3
432,10
433,6
434,6
435,0
436,4
437,2
438,13
439,3
440,1
441,0
442,4
443,2
444,11
445,13
446,0
447,2
448,0
449,7
450,7
451,7
452,2
453,9
454,9
455,13
456,9
457,15
458,2
459,6
460,4
461,0
462,0
463,14
464,11
465,2
466,4
467,10
468,7
469,11
470,11
471,17
472,12
473,11
474,9
475,2
476,11
477,7
478,12
479,10
480,1
481,1
482,7
483,3
484,12
485,5
486,6
487,9
488,0
489,15
490,9
491,1
492,10
493,0
494,13
495,1
496,1
497,4
498,3
499,0
500,1
501,14
502,10
503,0
504,7
505,1
506,9
507,8
508,1
509,5
510,11
511,4
512,0
513,7
514,3
515,1
516,1
517,12
518,4
519,0
520,1
521,5
522,5
523,14
524,9
525,5
526,2
527,11
528,3
529,10
530,2
531,1
532,5
533,11
534,13
535,8
536,3
537,4
538,11
539,0
540,11
541,2
542,7
543,11
544,6
545,1
546,8
547,6
548,9
549,1
550,10
551,11
552,7
553,10
554,2
555,10
556,1
557,4
558,4
559,15
560,15
561,17
562,0
563,10
564,1
565,0
566,16
567,1
568,13
569,10
570,1
571,6
572,17
573,1
574,3
575,4
576,2
577,5
578,2
579,0
580,11
581,6
582,6
583,6
584,10
585,6
586,11
587,5
588,11
589,5
590,11
591,10
592,11
593,4
594,6
595,11
596,17
597,1
598,10
599,10
600,9
601,11
602,17
603,2
604,11
605,4
606,9
607,1
608,3
609,11
610,0
611,10
612,4
613,5
614,5
615,11
616,4
617,8
618,2
619,10
620,13
621,12
622,7
623,11
624,10
625,5
626,1
627,6
628,5
629,0
630,0
631,10
632,0
633,14
634,11
635,7
636,6
637,4
638,7
639,9
640,1
641,13
642,14
643,1
644,10
645,17
646,13
647,11
648,12
649,11
650,17
651,14
652,10
653,5
654,8
655,6
656,13
657,4
658,7
659,7
660,13
661,9
662,4
663,17
664,11
665,1
666,12
667,4
668,1
669,7
670,7
671,10
672,6
673,0
674,14
675,0
676,17
677,0
678,14
679,0
680,2
681,2
682,4
683,2
684,2
685,11
686,2
687,3
688,2
689,14
690,17
691,6
692,2
693,14
694,11
695,0
696,1
697,11
698,4
699,0
700,0
701,1
702,12
703,6
704,4
705,2
706,7
707,12
708,10
709,7
710,11
711,14
712,6
713,6
714,12
715,6
716,10
717,11
718,13
719,11
720,0
721,17
722,6
723,1
724,11
725,6
726,1
727,11
728,0
729,3
730,3
731,5
732,9
733,6
734,4
735,6
736,0
737,0
738,10
739,14
740,1
741,6
742,16
743,1
744,0
745,11
746,17
747,11
748,11
749,17
750,0
751,10
752,2
753,10
754,1
755,10
756,1
757,7
758,1
759,5
760,6
761,0
762,3
763,0
764,0
765,4
766,17
767,1
768,10
769,7
770,10
771,10
772,0
773,10
774,11
775,10
776,17
777,10
778,0
779,0
780,3
781,11
782,4
783,17
784,10
785,10
786,2
787,3
788,7
789,1
790,15
791,11
792,4
793,0
794,13
795,10
796,6
797,2
798,10
799,6
800,3
801,10
802,4
803,5
804,14
805,10
806,1
807,10
808,2
809,10
810,7
811,11
812,5
813,10
814,2
815,12
816,2
817,11
818,11
819,12
820,8
821,0
822,17
823,9
824,1
825,3
826,6
827,9
828,11
829,3
830,0
831,9
832,6
833,17
834,8
835,8
836,11
837,10
838,8
839,11
840,11
841,13
842,17
843,11
844,1
845,1
846,11
847,5
848,2
849,10
850,1
851,0
852,4
853,0
854,11
855,0
856,11
857,15
858,2
859,0
860,1
861,10
862,10
863,3
864,7
865,7
866,2
867,5
868,5
869,11
870,1
871,1
872,13
873,0
874,10
875,0
876,8
877,2
878,15
879,10
880,10
881,11
882,7
883,12
884,3
885,0
886,15
887,11
888,0
889,6
890,10
891,7
892,12
893,6
894,13
895,16
896,17
897,7
898,10
899,2
900,1
901,11
902,10
903,4
904,10
905,10
906,7
907,6
908,6
909,8
910,14
911,0
912,0
913,1
914,4
915,1
916,6
917,0
918,6
919,11
920,7
921,8
922,3
923,3
924,4
925,5
926,16
927,13
928,10
929,10
930,7
931,7
932,15
933,6
934,1
935,15
936,11
937,0
938,10
939,14
940,4
941,1
942,5
943,5
944,0
945,3
946,11
947,6
948,14
949,1
950,10
951,10
952,5
953,11
954,12
955,2
956,10
957,15
958,8
959,6
960,3
961,6
962,0
963,7
964,11
965,10
966,6
967,12
968,3
969,4
970,7
971,10
972,9
973,0
974,17
975,0
976,10
977,5
978,7
979,7
980,0
981,7
982,0
983,10
984,6
985,3
986,7
987,8
988,12
989,6
990,10
991,4
992,15
993,6
994,3
995,10
996,1
997,10
998,7
999,9
1000,1
1001,3
1002,7
1003,5
1004,11
1005,6
1006,1
1007,10
1008,6
1009,3
1010,14
1011,8
1012,13
1013,11
1014,0
1015,1
1016,1
1017,1
1018,4
1019,1
1020,1
1021,16
1022,11
1023,7
1024,7
1025,7
1026,17
1027,15
1028,11
1029,13
1030,2
1031,6
1032,0
1033,8
1034,14
1035,5
1036,1
1037,0
1038,0
1039,0
1040,6
1041,9
1042,9
1043,3
1044,8
1045,9
1046,1
1047,16
1048,5
1049,11
1050,0
1051,6
1052,6
1053,16
1054,10
1055,3
1056,12
1057,2
1058,11
1059,0
1060,1
1061,7
1062,4
1063,0
1064,14
1065,1
1066,10
1067,4
1068,11
1069,11
1070,6
1071,16
1072,13
1073,10
1074,11
1075,10
1076,1
1077,0
1078,17
1079,0
1080,15
1081,6
1082,12
1083,6
1084,3
1085,3
1086,16
1087,17
1088,11
1089,5
1090,4
1091,14
1092,2
1093,1
1094,9
1095,10
1096,0
1097,5
1098,8
1099,13
1100,13
1101,0
1102,2
1103,9
1104,1
1105,6
1106,4
1107,11
1108,7
