id,category
1,3
2,14
3,3
4,1
5,3
6,0
7,6
8,0
9,1
10,0
11,1
12,9
13,9
14,4
15,3
16,3
17,1
18,9
19,11
20,17
21,12
22,0
23,5
24,12
25,4
26,6
27,11
28,3
29,4
30,11
31,11
32,0
33,9
34,6
35,4
36,0
37,13
38,12
39,13
40,4
41,11
42,3
43,17
44,10
45,16
46,7
47,13
48,2
49,3
50,9
51,7
52,11
53,1
54,2
55,10
56,10
57,2
58,8
59,2
60,4
61,4
62,0
63,14
64,17
65,13
66,1
67,3
68,8
69,5
70,3
71,5
72,2
73,0
74,14
75,3
76,0
77,0
78,4
79,8
80,6
81,3
82,3
83,5
84,12
85,11
86,4
87,11
88,11
89,10
90,12
91,3
92,10
93,6
94,1
95,11
96,8
97,9
98,3
99,0
100,8
101,1
102,4
103,2
104,0
105,11
106,5
107,3
108,9
109,0
110,3
111,5
112,6
113,12
114,12
115,14
116,0
117,12
118,2
119,0
120,12
121,1
122,13
123,9
124,0
125,3
126,0
127,3
128,0
129,6
130,9
131,10
132,6
133,9
134,3
135,8
136,3
137,0
138,0
139,3
140,1
141,4
142,8
143,2
144,8
145,9
146,6
147,9
148,17
149,6
150,0
151,5
152,8
153,11
154,12
155,10
156,11
157,3
158,0
159,3
160,10
161,1
162,3
163,2
164,14
165,8
166,9
167,3
168,5
169,6
170,1
171,9
172,5
173,3
174,8
175,8
176,5
177,8
178,4
179,6
180,0
181,3
182,0
183,0
184,6
185,9
186,10
187,0
188,3
189,12
190,1
191,2
192,5
193,12
194,10
195,11
196,13
197,5
198,12
199,1
200,7
201,9
202,11
203,11
204,3
205,3
206,6
207,9
208,6
209,10
210,5
211,10
212,8
213,1
214,16
215,11
216,1
217,3
218,4
219,2
220,14
221,17
222,11
223,9
224,3
225,2
226,8
227,17
228,7
229,3
230,13
231,9
232,9
233,10
234,7
235,0
236,0
237,9
238,5
239,0
240,2
241,0
242,6
243,1
244,6
245,8
246,5
247,4
248,17
249,8
250,4
251,2
252,8
253,17
254,3
255,10
256,12
257,2
258,12
259,11
260,4
261,4
262,10
263,5
264,10
265,4
266,12
267,11
268,9
269,9
270,5
271,12
272,13
273,2
274,3
275,3
276,6
277,0
278,5
279,7
280,4
281,4
282,0
283,0
284,13
285,6
286,17
287,12
288,8
289,16
290,12
291,5
292,17
293,1
294,7
295,11
296,9
297,4
298,13
299,5
300,3
301,12
302,5
303,1
304,8
305,4
306,6
307,0
308,8
309,8
310,12
311,6
312,9
313,9
314,3
315,14
316,5
317,4
318,6
319,3
320,1
321,4
322,5
323,14
324,12
325,12
326,10
327,9
328,0
329,16
330,6
331,0
332,14
333,9
334,9
335,11
336,5
337,14
338,9
339,4
340,1
341,2
342,3
343,5
344,8
345,2
346,4
347,4
348,2
349,11
350,6
351,0
352,3
353,11
354,5
355,12
356,9
357,1
358,4
359,6
360,11
361,15
362,0
363,0
364,3
365,12
366,11
367,0
368,0
369,5
370,4
371,3
372,9
373,12
374,3
375,6
376,1
377,10
378,13
379,9
380,15
381,0
382,1
383,2
384,3
385,6
386,6
387,14
388,17
389,2
390,9
391,8
392,0
393,17
394,14
395,12
396,11
397,11
398,3
399,8
400,6
401,1
402,17
403,10
404,5
405,2
406,8
407,2
408,6
409,1
410,0
411,3
412,3
413,3
414,8
415,11
416,4
417,12
418,12
419,9
420,0
421,12
422,3
423,6
424,0
425,12
426,9
427,11
428,6
429,12
430,1
431,3
432,12
433,1
434,12
435,0
436,4
437,2
438,4
439,3
440,1
441,0
442,17
443,2
444,5
445,13
446,3
447,2
448,0
449,7
450,7
451,9
452,10
453,9
454,9
455,13
456,9
457,7
458,2
459,6
460,4
461,0
462,0
463,14
464,3
465,2
466,4
467,10
468,3
469,7
470,3
471,17
472,12
473,13
474,9
475,2
476,11
477,7
478,14
479,10
480,1
481,1
482,9
483,3
484,12
485,5
486,6
487,9
488,0
489,15
490,9
491,1
492,14
493,0
494,13
495,1
496,1
497,4
498,3
499,0
500,0
501,14
502,2
503,0
504,7
505,3
506,2
507,8
508,1
509,3
510,3
511,4
512,8
513,11
514,3
515,9
516,1
517,12
518,4
519,3
520,14
521,7
522,3
523,12
524,9
525,11
526,11
527,11
528,3
529,10
530,2
531,1
532,7
533,3
534,5
535,8
536,3
537,4
538,4
539,0
540,3
541,3
542,9
543,3
544,10
545,1
546,8
547,6
548,9
549,1
550,12
551,9
552,0
553,6
554,2
555,6
556,12
557,4
558,4
559,9
560,7
561,17
562,0
563,10
564,1
565,0
566,9
567,9
568,13
569,6
570,1
571,8
572,17
573,9
574,3
575,4
576,2
577,3
578,2
579,0
580,11
581,6
582,12
583,10
584,6
585,10
586,7
587,5
588,11
589,7
590,11
591,10
592,9
593,4
594,6
595,16
596,0
597,1
598,10
599,12
600,9
601,3
602,17
603,2
604,9
605,4
606,9
607,1
608,3
609,11
610,0
611,12
612,4
613,3
614,9
615,11
616,4
617,8
618,2
619,10
620,11
621,12
622,11
623,11
624,10
625,13
626,3
627,9
628,5
629,0
630,0
631,6
632,0
633,14
634,11
635,3
636,17
637,4
638,9
639,9
640,12
641,3
642,8
643,1
644,6
645,17
646,3
647,11
648,12
649,9
650,17
651,8
652,12
653,9
654,12
655,6
656,12
657,4
658,5
659,9
660,9
661,7
662,17
663,17
664,9
665,11
666,12
667,4
668,1
669,13
670,7
671,10
672,12
673,0
674,14
675,0
676,10
677,0
678,14
679,0
680,2
681,9
682,4
683,14
684,2
685,11
686,9
687,3
688,2
689,14
690,17
691,17
692,2
693,14
694,0
695,0
696,1
697,9
698,4
699,0
700,0
701,4
702,12
703,6
704,4
705,2
706,7
707,12
708,10
709,11
710,5
711,8
712,6
713,6
714,12
715,6
716,10
717,11
718,7
719,11
720,9
721,17
722,6
723,12
724,11
725,6
726,8
727,11
728,0
729,13
730,3
731,3
732,9
733,6
734,4
735,6
736,17
737,0
738,12
739,12
740,3
741,6
742,11
743,1
744,0
745,11
746,3
747,11
748,9
749,0
750,0
751,6
752,2
753,6
754,1
755,12
756,17
757,7
758,1
759,3
760,6
761,0
762,9
763,0
764,0
765,3
766,0
767,1
768,12
769,1
770,10
771,10
772,12
773,6
774,11
775,9
776,17
777,12
778,0
779,0
780,3
781,11
782,0
783,0
784,10
785,8
786,10
787,3
788,9
789,9
790,15
791,9
792,4
793,0
794,11
795,12
796,6
797,17
798,14
799,6
800,3
801,10
802,4
803,1
804,14
805,10
806,0
807,12
808,2
809,12
810,11
811,9
812,3
813,6
814,2
815,10
816,2
817,15
818,11
819,12
820,8
821,0
822,17
823,5
824,1
825,3
826,6
827,9
828,9
829,3
830,0
831,9
832,6
833,17
834,14
835,12
836,11
837,0
838,8
839,7
