id,category
1,3
2,10
3,7
4,1
5,13
6,0
7,10
8,0
9,1
10,0
11,17
12,9
13,15
14,4
15,3
16,3
17,1
18,9
19,9
20,17
21,10
22,0
23,5
24,12
25,4
26,6
27,11
28,1
29,5
30,7
31,7
32,0
33,13
34,6
35,4
36,0
37,13
38,6
39,4
40,4
41,16
42,5
43,17
44,6
45,11
46,7
47,13
48,10
49,3
50,7
51,7
52,11
53,7
54,2
55,6
56,6
57,6
58,14
59,2
60,4
61,5
62,0
63,9
64,7
65,13
66,10
67,4
68,14
69,5
70,3
71,5
72,9
73,0
74,10
75,4
76,0
77,0
78,4
79,9
80,6
81,16
82,3
83,7
84,10
85,11
86,4
87,11
88,11
89,6
90,12
91,5
92,10
93,6
94,1
95,11
96,8
97,15
98,11
99,4
100,16
101,1
102,4
103,2
104,0
105,5
106,5
107,11
108,15
109,0
110,7
111,5
112,6
113,1
114,12
115,6
116,0
117,10
118,2
119,0
120,14
121,9
122,11
123,15
124,7
125,13
126,1
127,5
128,0
129,15
130,4
131,10
132,6
133,11
134,3
135,6
136,1
137,0
138,0
139,11
140,1
141,17
142,1
143,2
144,10
145,9
146,6
147,13
148,17
149,0
150,0
151,16
152,10
153,7
154,12
155,12
156,7
157,11
158,0
159,7
160,6
161,7
162,5
163,2
164,6
165,8
166,6
167,5
168,7
169,6
170,1
171,9
172,5
173,7
174,13
175,14
176,3
177,6
178,12
179,6
180,0
181,5
182,3
183,0
184,6
185,9
186,6
187,0
188,3
189,14
190,4
191,2
192,3
193,10
194,6
195,11
196,11
197,5
198,8
199,1
200,7
201,5
202,15
203,7
204,4
205,11
206,6
207,11
208,6
209,10
210,9
211,10
212,14
213,1
214,16
215,5
216,17
217,4
218,4
219,2
220,1
221,17
222,11
223,11
224,0
225,2
226,10
227,17
228,7
229,7
230,9
231,11
232,7
233,6
234,7
235,0
236,13
237,7
238,5
239,0
240,7
241,0
242,6
243,1
244,6
245,8
246,5
247,4
248,3
249,10
250,3
251,2
252,14
253,17
254,3
255,6
256,10
257,2
258,6
259,16
260,4
261,0
262,6
263,5
264,6
265,3
266,6
267,11
268,13
269,5
270,7
271,10
272,7
273,2
274,3
275,3
276,7
277,0
278,5
279,11
280,4
281,4
282,0
283,0
284,13
285,6
286,17
287,10
288,14
289,3
290,14
291,3
292,4
293,1
294,7
295,13
296,7
297,4
298,11
299,5
300,11
301,10
302,5
303,3
304,14
305,5
306,6
307,0
308,14
309,12
310,6
311,6
312,9
313,11
314,7
315,14
316,5
317,4
318,10
319,5
320,1
321,4
322,13
323,12
324,8
325,12
326,6
327,11
328,0
329,15
330,11
331,0
332,14
333,7
334,1
335,13
336,5
337,14
338,11
339,4
340,1
341,2
342,13
343,13
344,10
345,2
346,4
347,1
348,11
349,7
350,6
351,0
352,3
353,5
354,13
355,10
356,9
357,1
358,4
359,7
360,11
361,5
362,0
363,0
364,13
365,10
366,11
367,0
368,0
369,7
370,4
371,13
372,7
373,6
374,13
375,6
376,1
377,10
378,5
379,7
380,11
381,0
382,9
383,2
384,5
385,16
386,6
387,14
388,3
389,2
390,7
391,8
392,17
393,3
394,14
395,12
396,11
397,7
398,13
399,14
400,6
401,1
402,4
403,6
404,13
405,2
406,10
407,2
408,10
409,1
410,0
411,11
412,5
413,13
414,8
415,11
416,0
417,12
418,10
419,12
420,10
421,12
422,7
423,8
424,0
425,14
426,9
427,11
428,6
429,6
430,1
431,3
432,12
433,1
434,10
435,0
436,4
437,2
438,5
439,3
440,17
441,0
442,1
443,2
444,5
445,5
446,11
447,7
448,0
449,13
450,11
451,9
452,10
453,5
454,7
455,4
456,9
457,7
458,2
459,6
460,4
461,0
462,0
463,6
464,11
465,2
466,4
467,10
468,5
469,5
470,11
471,7
472,12
473,13
474,15
475,7
476,11
477,7
478,12
479,10
480,13
481,1
482,4
483,3
484,12
485,13
486,6
487,15
488,0
489,5
490,13
491,1
492,10
493,0
494,5
495,1
496,1
497,4
498,11
499,0
500,0
501,14
502,10
503,0
504,7
505,0
506,7
507,14
508,0
509,5
510,11
511,4
512,8
513,7
514,10
515,11
516,1
517,10
518,4
519,0
520,14
521,7
522,7
523,12
524,9
525,7
526,2
527,11
528,5
529,10
530,1
531,1
532,11
533,11
534,13
535,10
536,3
537,4
538,4
539,0
540,11
541,7
542,7
543,11
544,6
545,1
546,14
547,6
548,7
549,6
550,10
551,9
552,5
553,6
554,2
555,6
556,5
557,4
558,4
559,7
560,7
561,17
562,0
563,6
564,3
565,0
566,7
567,15
568,5
569,14
570,3
571,12
572,4
573,7
574,3
575,4
576,2
577,13
578,16
579,0
580,11
581,1
582,6
583,6
584,12
585,6
586,7
587,5
588,11
589,5
590,11
591,6
592,7
593,4
594,15
595,16
596,7
597,4
598,6
599,12
600,5
601,11
602,17
603,2
604,11
605,4
606,5
607,1
608,3
609,16
610,0
611,6
612,4
613,16
614,5
615,11
616,4
617,10
618,2
619,14
620,7
621,12
622,7
623,7
624,10
625,13
626,3
627,7
628,4
629,0
630,0
631,10
632,0
633,14
634,11
635,13
636,10
637,4
638,7
639,7
640,1
641,13
642,14
643,1
644,10
645,17
646,13
647,11
648,10
649,16
650,0
651,14
652,10
653,5
654,8
655,6
656,7
657,4
658,7
659,7
660,9
661,7
662,17
663,17
664,9
665,13
666,12
667,4
668,11
669,7
670,13
671,6
672,12
673,0
674,14
675,0
676,2
677,0
678,14
679,0
680,3
681,7
682,4
683,14
684,2
685,11
686,12
687,17
688,2
689,14
690,3
691,10
692,1
693,14
694,13
695,0
696,1
697,5
698,4
699,0
700,0
701,1
702,12
703,6
704,4
705,2
706,11
707,10
708,6
709,7
710,11
711,14
712,6
713,6
714,10
715,6
716,6
717,11
718,7
719,16
720,13
721,0
722,10
723,12
724,11
725,6
726,0
727,7
728,0
729,5
730,5
731,15
732,9
733,6
734,4
735,6
736,17
737,0
738,12
739,14
740,1
741,6
742,16
743,1
744,0
745,11
746,13
747,11
748,13
749,0
750,0
751,14
752,2
753,10
754,1
755,12
756,3
757,7
758,9
759,5
760,6
761,0
762,5
763,0
764,0
765,4
766,2
767,1
768,12
769,7
770,10
771,10
772,0
773,6
774,13
775,5
776,17
777,4
778,0
779,0
780,3
781,7
782,0
783,4
784,12
785,6
786,2
787,3
788,7
789,9
790,11
791,11
792,4
793,0
794,13
795,14
796,6
797,2
798,14
799,6
800,13
801,10
802,4
803,6
804,14
805,6
806,0
807,12
808,6
809,12
810,9
811,3
812,5
813,6
814,2
815,10
816,2
817,9
818,11
819,6
820,14
821,0
822,1
823,5
824,1
825,4
826,6
827,5
828,5
829,5
830,0
831,9
832,5
833,4
834,14
835,8
836,11
837,14
838,12
839,11
840,11
841,13
842,0
843,11
844,10
845,1
846,11
847,5
848,2
849,10
850,1
851,0
852,4
853,0
854,11
855,1
856,11
857,4
858,7
859,0
860,17
861,10
862,10
863,3
864,7
865,7
866,2
867,5
868,5
869,13
870,9
871,1
872,13
873,0
874,6
875,0
876,10
877,7
878,13
879,10
880,10
881,1
882,7
883,14
884,11
885,15
886,15
887,13
888,0
889,6
890,10
891,7
892,10
893,10
894,13
895,16
896,15
897,7
898,6
899,9
900,1
901,11
902,6
903,3
904,12
905,6
906,7
907,12
908,6
909,10
910,14
911,0
912,0
913,10
914,4
915,0
916,6
917,0
918,6
919,11
920,2
921,8
922,7
923,11
924,4
925,11
926,16
927,5
928,10
929,10
930,7
931,7
932,15
933,6
934,1
935,7
936,11
937,4
938,10
939,14
940,4
941,1
942,5
943,5
944,3
945,13
946,7
947,10
948,12
949,1
950,10
951,6
952,3
953,11
954,12
955,2
956,10
957,7
958,8
959,10
960,3
961,6
962,0
963,7
964,11
965,14
966,10
967,8
968,3
969,5
970,7
971,10
972,13
973,0
974,0
975,0
976,10
977,4
978,7
979,11
980,0
981,5
982,0
983,10
984,6
985,3
986,7
987,14
988,10
989,1
990,6
991,13
992,13
993,6
994,4
995,14
996,3
997,10
998,13
999,9
1000,0
1001,3
1002,7
1003,11
1004,7
1005,6
1006,1
1007,10
1008,12
1009,5
1010,14
1011,10
1012,13
1013,11
1014,0
1015,7
1016,1
1017,3
1018,4
1019,1
1020,1
1021,5
1022,0
1023,7
1024,7
1025,7
1026,4
1027,11
1028,9
1029,7
1030,17
1031,10
1032,0
1033,14
1034,14
1035,5
1036,1
1037,0
1038,0
1039,0
1040,12
1041,6
1042,13
1043,3
1044,8
1045,7
1046,7
1047,16
1048,13
1049,11
1050,3
1051,9
1052,6
1053,16
1054,0
1055,3
1056,10
1057,2
1058,11
1059,4
1060,7
1061,11
1062,4
1063,0
1064,14
1065,1
1066,10
1067,0
1068,11
1069,7
1070,6
1071,7
1072,5
1073,12
1074,3
1075,10
1076,1
1077,0
1078,4
1079,0
1080,7
1081,0
1082,10
1083,6
1084,3
1085,11
1086,5
1087,11
1088,11
1089,5
1090,3
1091,14
1092,2
1093,4
1094,7
1095,10
1096,0
1097,4
1098,14
1099,5
1100,13
1101,10
1102,2
1103,7
1104,1
1105,6
1106,11
1107,11
1108,7
1109,2
1110,10
1111,9
1112,2
1113,0
1114,7
1115,1
1116,6
1117,3
1118,10
1119,1
1120,10
1121,4
1122,13
1123,11
1124,4
1125,10
1126,4
1127,6
1128,11
1129,6
1130,11
1131,0
1132,11
1133,0
1134,12
1135,7
1136,16
1137,14
1138,2
1139,5
1140,11
1141,4
1142,9
1143,3
1144,6
1145,6
1146,4
1147,3
1148,6
1149,11
1150,5
1151,5
1152,10
1153,0
1154,5
1155,5
1156,17
1157,8
1158,10
1159,7
1160,0
1161,10
1162,11
1163,6
1164,4
1165,15
1166,6
1167,10
1168,0
1169,17
1170,4
1171,6
1172,5
1173,0
1174,4
1175,0
1176,10
1177,14
1178,7
1179,1
1180,0
1181,11
1182,0
1183,4
1184,8
1185,7
1186,11
1187,0
1188,6
1189,0
1190,11
1191,6
1192,2
1193,10
1194,16
1195,13
1196,3
1197,10
1198,6
1199,4
1200,3
1201,0
1202,5
1203,7
1204,2
1205,4
1206,16
1207,1
1208,15
1209,11
1210,10
1211,9
1212,0
1213,8
1214,7
1215,0
1216,7
1217,0
1218,4
1219,7
1220,5
1221,7
1222,11
1223,9
1224,12
1225,11
1226,1
1227,2
1228,10
1229,9
1230,7
1231,7
1232,15
1233,13
1234,4
1235,4
1236,7
1237,6
1238,5
1239,0
1240,6
1241,4
1242,13
1243,6
1244,5
1245,7
1246,13
1247,7
1248,10
1249,7
1250,5
1251,7
1252,7
1253,6
1254,5
1255,13
1256,6
1257,7
1258,7
1259,1
1260,6
1261,7
1262,5
1263,10
1264,4
1265,8
1266,7
1267,5
1268,13
1269,8
1270,14
1271,7
1272,1
1273,12
1274,3
1275,7
1276,0
1277,7
1278,14
1279,10
1280,14
1281,7
1282,11
1283,0
1284,4
1285,1
1286,4
1287,1
1288,0
1289,1
1290,0
1291,17
1292,6
1293,6
1294,6
1295,1
1296,17
1297,14
1298,5
1299,6
1300,11
1301,2
1302,6
1303,1
1304,7
1305,3
1306,10
1307,1
1308,16
1309,5
1310,10
1311,12
1312,13
1313,8
1314,10
1315,0
1316,3
1317,9
1318,10
1319,10
1320,9
1321,0
1322,7
1323,11
1324,0
1325,6
1326,13
1327,1
1328,6
1329,6
1330,7
1331,11
1332,6
