id,category
1,13
2,0
3,11
4,1
5,13
6,0
7,12
8,0
9,1
10,0
11,4
12,9
13,15
14,4
15,3
16,3
17,1
18,9
19,9
20,17
21,10
22,3
23,16
24,12
25,4
26,6
27,9
28,1
29,1
30,7
31,7
32,0
33,13
34,4
35,4
36,0
37,13
38,12
39,17
40,4
41,3
42,4
43,4
44,10
45,11
46,9
47,13
48,6
49,13
50,17
51,7
52,13
53,1
54,2
55,6
56,10
57,9
58,8
59,10
60,17
61,4
62,0
63,9
64,17
65,13
66,1
67,3
68,14
69,5
70,3
71,5
72,7
73,0
74,0
75,3
76,3
77,0
78,4
79,11
80,6
81,16
82,5
83,7
84,10
85,11
86,7
87,11
88,13
89,6
90,12
91,5
92,0
93,6
94,1
95,11
96,8
97,15
98,3
99,0
100,11
101,1
102,4
103,2
104,0
105,11
106,5
107,0
108,15
109,0
110,13
111,5
112,6
113,1
114,12
115,14
116,0
117,14
118,2
119,0
120,10
121,11
122,11
123,9
124,7
125,13
126,3
127,13
128,0
129,15
130,15
131,10
132,3
133,11
134,3
135,6
136,1
137,0
138,0
139,9
140,1
141,2
142,1
143,2
144,8
145,9
146,4
147,13
148,17
149,6
150,0
151,6
152,14
153,11
154,12
155,14
156,9
157,3
158,0
159,7
160,10
161,15
162,5
163,2
164,10
165,10
166,13
167,7
168,1
169,6
170,1
171,9
172,5
173,9
174,11
175,14
176,16
177,10
178,1
179,10
180,0
181,5
182,6
183,0
184,6
185,11
186,10
187,0
188,3
189,10
190,3
191,2
192,13
193,12
194,10
195,11
196,13
197,5
198,8
199,1
200,7
201,5
202,7
203,13
204,0
205,4
206,6
207,11
208,6
209,10
210,9
211,10
212,14
213,3
214,9
215,5
216,1
217,4
218,4
219,2
220,14
221,17
222,11
223,9
224,3
225,13
226,14
227,17
228,7
229,16
230,9
231,13
232,7
233,10
234,7
235,0
236,13
237,9
238,5
239,0
240,14
241,0
242,10
243,1
244,6
245,8
246,5
247,4
248,17
249,8
250,1
251,6
252,14
253,17
