id,category
1,3
2,8
3,13
4,1
5,13
6,0
7,6
8,0
9,1
10,0
11,17
12,11
13,15
14,4
15,3
16,3
17,1
18,9
19,7
20,17
21,12
22,0
23,16
24,12
25,4
26,6
27,11
28,17
29,1
30,7
31,7
32,0
33,5
34,0
35,4
36,0
37,7
38,12
39,3
40,4
41,11
42,5
43,17
44,10
45,11
46,7
47,13
48,10
49,3
50,15
51,7
52,11
53,1
54,2
55,6
56,10
57,6
58,8
59,2
60,4
61,13
62,0
63,9
64,16
65,13
66,1
67,4
68,14
69,5
70,3
71,5
72,7
73,0
74,10
75,3
76,0
77,0
78,4
79,9
80,6
81,16
82,4
83,7
84,10
85,11
86,4
87,11
88,11
89,6
90,12
91,5
92,10
93,6
94,1
95,11
96,8
97,15
98,11
99,0
100,11
101,1
102,4
103,2
104,0
105,5
106,5
107,7
108,15
109,0
110,7
111,5
112,6
113,1
114,12
115,10
116,0
117,12
118,2
119,0
120,0
121,9
122,11
123,5
124,9
125,13
126,1
127,11
128,0
129,15
130,17
131,10
132,6
133,11
134,3
135,10
136,1
137,0
138,0
139,11
140,6
141,17
142,0
143,2
144,10
145,9
146,6
147,13
148,17
149,6
150,0
151,11
152,8
153,11
154,12
155,12
156,7
157,13
158,0
159,7
160,10
161,15
162,6
163,2
164,6
165,8
166,9
167,16
168,7
169,6
170,1
171,9
172,5
173,9
174,8
175,14
176,16
177,10
178,12
179,6
180,17
181,13
182,3
183,8
184,6
185,11
186,10
187,0
188,3
189,14
190,4
191,2
192,5
193,12
194,10
195,11
196,11
197,5
198,8
199,1
200,7
201,7
202,7
203,7
204,4
205,7
206,6
207,11
208,6
209,10
210,7
211,10
212,12
213,0
214,11
215,11
216,17
217,4
218,4
219,2
220,14
221,17
222,11
223,9
224,11
225,2
226,14
227,17
228,7
229,13
230,9
231,11
232,7
233,10
234,7
235,0
236,9
237,9
238,5
239,0
240,7
241,0
242,6
243,1
244,6
245,8
246,5
247,4
248,17
249,12
250,17
251,2
252,14
253,17
254,3
255,6
256,12
257,2
258,6
259,16
260,7
261,4
262,6
263,7
264,6
265,3
266,6
267,11
268,13
269,7
270,7
271,10
272,13
273,0
274,0
275,0
276,6
277,0
278,3
279,7
280,4
281,4
282,0
283,0
284,16
285,6
286,17
287,10
288,10
289,11
290,10
291,7
292,17
293,1
294,7
295,9
296,16
297,4
298,9
299,5
300,6
301,10
302,5
303,17
304,14
305,4
306,6
307,0
308,8
309,6
310,6
311,6
312,11
313,11
314,7
315,10
316,5
317,4
318,10
319,5
320,1
321,4
322,5
323,14
324,8
325,12
326,6
327,9
328,6
329,15
330,11
331,0
332,14
333,9
334,1
335,7
336,5
337,14
338,11
339,4
340,1
341,2
342,13
343,13
344,14
345,2
346,4
347,1
348,11
349,15
350,6
351,0
352,3
353,9
354,17
355,10
356,9
357,1
358,4
359,7
360,11
361,15
362,0
363,1
364,13
365,10
366,11
367,0
368,0
369,7
370,13
371,11
372,7
373,10
374,9
375,6
376,1
377,10
378,13
379,7
380,11
381,3
382,10
383,2
384,3
385,16
386,6
387,14
388,17
389,2
390,7
391,14
392,17
393,17
394,8
395,10
396,11
397,7
398,13
399,10
400,6
401,1
402,17
403,10
404,16
405,2
406,12
407,2
408,12
409,1
410,0
411,11
412,3
413,13
414,8
415,11
416,0
417,14
418,10
419,12
420,10
421,8
422,7
423,12
424,4
425,14
426,9
427,11
428,6
429,6
430,1
431,3
432,8
433,0
434,14
435,0
436,4
437,2
438,5
439,15
440,17
441,0
442,15
443,2
444,5
445,13
446,11
447,0
448,0
449,11
450,11
451,11
452,10
453,5
454,9
455,4
456,7
457,15
458,2
459,6
460,17
461,0
462,0
463,14
464,11
465,2
466,3
467,6
468,5
469,11
470,11
471,13
472,12
473,13
474,15
