id,category
1,5
2,14
3,11
4,1
5,13
6,0
7,6
8,0
9,0
10,0
11,17
12,9
13,10
14,4
15,3
16,3
17,3
18,9
19,13
20,17
21,12
22,11
23,16
24,12
25,4
26,6
27,11
28,1
29,1
30,7
31,7
32,3
33,7
34,6
35,4
36,0
37,13
38,6
39,17
40,4
41,11
42,5
43,17
44,10
45,16
46,7
47,5
48,10
49,3
50,9
51,7
52,11
53,1
54,2
55,6
56,10
57,10
58,8
59,2
60,4
61,2
62,0
63,10
64,4
65,13
66,1
67,3
68,10
69,5
70,3
71,5
72,10
73,0
74,14
75,3
76,0
77,0
78,4
79,6
80,6
81,16
82,3
83,7
84,10
85,11
86,4
87,11
88,11
89,10
90,14
91,3
92,10
93,6
94,1
95,11
96,8
97,9
98,11
99,0
100,16
101,1
102,4
103,2
104,0
105,5
106,5
107,0
108,10
109,0
110,11
111,5
112,6
113,3
114,12
115,6
116,17
117,10
118,0
119,0
120,1
121,2
122,11
123,9
124,3
125,11
126,3
127,9
128,0
129,6
130,3
131,6
132,10
133,9
134,3
135,6
136,1
137,0
138,0
139,11
140,1
141,4
142,1
143,2
144,8
145,9
146,6
147,5
148,17
149,2
150,0
151,3
152,8
153,11
154,12
155,10
156,11
157,3
158,0
159,7
160,10
161,7
162,3
163,2
164,10
165,0
166,9
167,16
168,3
169,6
170,1
171,9
172,13
173,7
174,6
175,10
176,16
177,10
178,10
179,6
180,17
181,5
182,0
183,0
184,6
185,11
186,6
187,0
188,3
189,14
190,6
191,15
192,5
193,10
194,10
195,11
196,11
197,5
198,10
199,1
200,7
201,7
202,7
203,7
204,9
205,11
206,6
207,11
208,6
209,10
210,7
211,10
212,14
213,1
214,11
215,11
216,17
217,4
218,4
219,10
220,12
221,17
222,11
223,9
224,3
225,2
226,0
227,17
228,7
229,16
230,9
231,1
232,7
233,10
234,7
235,0
236,9
237,9
238,5
239,0
240,2
241,0
242,10
243,2
244,6
245,8
246,5
247,4
248,17
249,10
250,4
251,2
252,8
253,17
254,3
255,10
256,6
257,2
258,6
259,16
260,4
261,4
262,10
263,5
264,10
265,4
266,10
267,11
268,0
269,0
270,5
271,14
272,7
273,17
274,17
275,3
276,1
277,0
278,5
279,7
280,4
281,3
282,0
283,0
284,16
285,6
286,17
287,12
288,8
289,16
290,12
291,5
292,17
293,1
294,7
295,11
296,9
297,4
298,7
299,5
300,3
301,10
302,7
303,1
304,3
305,4
306,6
307,0
308,8
309,10
310,6
311,6
312,9
313,9
314,7
315,14
316,5
317,4
318,8
319,3
320,1
321,4
322,13
323,10
324,14
325,10
326,6
327,11
328,0
329,16
330,5
331,0
332,14
333,9
334,9
335,7
336,5
337,14
338,11
339,17
340,1
341,2
342,11
343,13
344,6
345,2
346,4
347,1
348,7
349,7
350,6
351,0
352,3
353,11
354,7
355,12
356,9
357,1
358,4
359,6
360,11
361,11
362,0
363,0
364,6
365,6
366,11
367,0
368,0
369,7
370,4
371,5
372,7
373,6
374,5
375,6
376,1
377,10
378,16
379,6
380,15
381,17
382,9
383,2
384,5
385,16
386,10
387,14
388,1
389,2
390,9
391,8
392,17
393,17
394,8
395,0
396,11
397,3
398,9
399,6
400,6
401,1
402,0
403,10
404,16
405,2
406,6
407,2
408,10
409,1
410,0
411,13
412,3
413,3
414,8
415,11
416,4
417,14
418,10
419,1
420,10
421,6
422,7
423,10
424,17
425,2
426,9
427,11
428,6
429,10
430,1
431,3
432,10
433,14
434,10
435,1
436,4
437,2
438,3
439,3
440,1
441,0
442,4
443,2
444,5
445,5
446,11
447,9
448,0
449,7
450,11
451,9
452,6
453,9
454,9
455,13
456,13
457,7
458,2
459,6
460,4
461,0
462,0
463,14
464,11
465,2
466,4
467,10
468,11
469,11
470,11
471,2
472,12
473,7
474,9
475,2
476,11
477,7
478,14
479,10
480,1
481,1
482,7
483,3
484,12
485,5
486,6
487,7
488,0
489,15
490,9
491,1
492,10
493,0
494,3
495,1
496,1
497,4
498,3
499,0
500,0
501,14
502,10
503,0
504,3
505,0
506,11
507,14
508,1
509,5
510,3
511,4
512,0
513,7
514,6
515,0
516,1
517,10
518,4
519,0
520,6
521,7
522,5
523,12
524,2
525,7
526,2
527,11
528,3
529,10
530,2
531,1
532,11
533,11
534,5
535,8
536,11
537,4
538,13
539,0
540,13
541,1
542,7
543,11
544,6
545,1
546,12
547,6
548,16
549,1
550,6
551,9
552,3
553,6
554,2
555,6
556,6
557,4
558,4
559,5
560,7
561,17
562,0
563,10
564,1
565,0
566,16
567,6
568,13
569,10
570,9
571,6
572,17
573,0
574,3
575,4
576,14
577,13
578,17
579,0
580,9
581,6
582,6
583,6
584,6
585,6
586,15
587,5
588,11
589,7
590,11
591,6
592,9
593,4
594,6
595,16
596,7
597,1
598,10
599,10
600,9
601,11
602,17
603,2
604,11
605,4
606,9
607,1
608,11
609,11
610,0
611,10
612,4
613,16
614,5
615,11
616,4
617,10
618,2
619,10
620,13
621,10
622,3
623,11
624,10
625,13
626,14
627,5
628,3
629,0
630,0
631,10
632,0
633,10
634,11
635,13
636,10
637,4
638,9
639,1
640,1
641,1
642,14
643,1
644,10
645,17
646,7
647,11
648,10
649,9
650,1
651,10
652,14
653,5
654,10
655,6
656,2
657,4
658,7
659,3
660,9
661,11
662,4
663,17
664,9
665,11
666,12
667,4
668,1
669,7
670,11
671,6
672,10
673,0
674,14
675,0
676,2
677,0
678,14
679,0
680,2
681,7
682,4
683,14
684,2
685,11
686,2
687,9
688,2
689,10
690,17
691,10
692,2
693,14
694,7
695,0
696,1
697,11
698,4
699,0
700,0
701,1
702,10
703,6
704,4
705,2
706,1
707,12
708,10
709,5
710,11
711,14
712,10
713,6
714,6
715,6
716,6
717,11
718,9
719,11
720,14
721,17
722,6
723,12
724,5
725,6
726,1
727,11
728,0
729,16
730,11
731,11
732,11
733,6
734,4
735,6
736,17
737,0
738,12
739,14
740,1
741,6
742,16
743,1
744,0
745,11
746,3
747,11
748,1
749,0
750,0
751,6
752,2
753,10
754,1
755,6
756,1
757,7
758,1
759,3
760,8
761,0
762,9
763,0
764,0
765,4
766,0
767,6
768,10
769,7
770,10
771,10
772,0
773,10
774,17
775,7
776,17
777,10
778,0
779,0
780,11
781,7
782,0
783,4
784,10
785,10
786,2
787,3
788,7
789,7
790,7
791,11
792,4
793,0
794,11
795,7
796,6
797,17
798,14
799,6
800,3
801,10
802,4
803,1
804,14
805,10
806,0
807,10
808,2
809,12
810,11
811,11
812,5
813,6
814,2
815,10
816,2
817,11
818,11
819,14
820,14
821,0
822,17
823,5
824,1
825,4
826,6
827,9
828,7
829,11
830,0
831,7
832,3
833,17
834,8
835,8
836,7
837,14
838,8
839,15
840,11
841,13
842,17
843,11
844,10
845,2
846,11
847,5
848,2
849,10
850,1
851,0
852,4
853,0
854,11
855,15
856,11
857,3
858,6
859,10
860,1
861,6
862,10
863,3
864,13
865,7
866,2
867,5
868,5
869,3
870,7
871,1
872,13
873,12
874,10
875,0
876,10
877,2
878,15
879,10
880,10
881,3
882,7
883,12
884,3
885,15
886,6
887,0
888,0
889,6
890,10
891,7
892,12
893,10
894,13
895,4
896,1
897,7
898,10
899,0
900,1
901,11
902,10
903,4
904,14
905,6
906,7
907,14
908,0
909,6
910,14
911,0
912,0
913,1
914,4
915,6
916,6
917,0
918,6
919,11
920,2
921,8
922,3
923,3
924,0
925,13
926,16
927,13
928,10
929,10
930,7
931,7
932,15
933,6
934,1
935,0
936,11
937,0
938,10
939,14
940,4
941,0
942,4
943,5
944,0
945,11
946,11
947,6
948,14
949,1
950,10
951,10
952,5
953,11
954,6
955,2
956,6
957,7
958,8
959,6
960,3
961,6
962,0
963,11
964,11
965,10
966,10
967,10
968,3
969,4
970,11
971,10
972,11
973,0
974,17
975,0
976,10
977,5
978,9
979,11
980,0
981,11
982,0
983,10
984,6
985,3
986,1
987,8
988,12
989,6
990,10
991,3
992,13
993,6
994,3
995,12
996,1
997,10
998,11
999,2
1000,0
1001,11
1002,11
1003,5
1004,11
1005,6
1006,1
1007,10
1008,12
1009,3
1010,14
1011,14
1012,13
1013,11
1014,0
1015,7
1016,1
1017,6
1018,4
1019,1
1020,1
1021,11
1022,16
1023,7
1024,7
1025,7
1026,0
1027,11
1028,7
1029,11
1030,2
1031,6
1032,0
1033,14
1034,14
1035,3
1036,1
1037,0
1038,0
1039,0
1040,6
1041,6
1042,9
1043,3
1044,8
1045,7
1046,5
1047,16
1048,5
1049,11
1050,0
1051,2
1052,6
1053,16
1054,10
1055,3
1056,6
1057,17
1058,11
1059,0
1060,17
1061,11
1062,4
1063,1
1064,14
1065,1
1066,10
1067,6
1068,11
1069,7
1070,10
1071,9
1072,13
1073,10
1074,17
1075,10
1076,0
1077,0
1078,0
1079,0
1080,15
1081,10
1082,14
1083,6
1084,3
1085,11
1086,5
1087,11
1088,11
1089,5
1090,4
1091,14
1092,2
1093,2
1094,7
1095,10
1096,0
1097,5
1098,8
1099,5
1100,13
1101,1
1102,2
1103,13
1104,1
1105,6
1106,4
1107,11
1108,7
